,offensiveYN,postId,annId,baseline,expl_baseline,race_political,expl_race_political,demographics,winner
2642,1,3462,5171967,1,[the sentence is offensive][because][it contains derogatory language towards women],1,[the sentence is offensive][because][it contains derogatory language towards women],"{'race': 'white', 'political': 'liberal'}",both
2643,1,3462,93178090,1,[the sentence is offensive][because][it contains derogatory language towards women],1,[the sentence is offensive][because][it contains derogatory language towards women],"{'race': 'white', 'political': 'liberal'}",both
2644,1,580,5171967,0,[the sentence is not offensive][because][it is a comment about a youtube channel],0,[the sentence is not offensive][because][it is a colloquial way to express enthusiasm for a channel],"{'race': 'white', 'political': 'liberal'}",neither
2645,0,580,36389940,0,[the sentence is not offensive][because][it is a comment about a youtube channel],0,[the sentence is not offensive][because][it is a colloquial way to express enthusiasm for a channel],"{'race': 'white', 'political': 'liberal'}",both
2646,1,1717,36389940,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term],1,[the sentence is offensive][because][it contains a racial slur and a derogatory message],"{'race': 'white', 'political': 'liberal'}",both
2647,1,1717,93178090,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term],1,[the sentence is offensive][because][it contains a racial slur and a derogatory message],"{'race': 'white', 'political': 'liberal'}",both
2648,1,804,41829545,1,[the sentence is offensive][because][it contains a derogatory term and promotes a discriminatory attitude towards people with disabilities],1,[the sentence is offensive][because][it contains a derogatory term and promotes a discriminatory and inhumane idea],"{'race': 'white', 'political': 'liberal'}",both
2649,1,804,65218045,1,[the sentence is offensive][because][it contains a derogatory term and promotes a discriminatory attitude towards people with disabilities],1,[the sentence is offensive][because][it contains a derogatory term and promotes a discriminatory and inhumane idea],"{'race': 'white', 'political': 'liberal'}",both
2650,0,3963,36389940,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for women],0,[the sentence is not offensive][because][it is a personal anecdote and does not contain hate speech],"{'race': 'white', 'political': 'liberal'}",race_political
2651,1,3963,65218045,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for women],0,[the sentence is not offensive][because][it is a personal anecdote and does not contain hate speech],"{'race': 'white', 'political': 'liberal'}",baseline
2652,1,1586,5171967,1,[the sentence is offensive][because][it downplays the severity of the situation and uses a derogatory term to describe a person who died as a result of police brutality],1,"[the sentence is offensive][because][it downplays the severity of the george floyd riots and the impact on the community, and it also uses a dismissive tone towards the death of george floyd and the black lives matter movement]","{'race': 'white', 'political': 'liberal'}",both
2653,1,3681,36389940,0,"[the sentence is not offensive][because][it is a strong opinion about a celebrity, but it does not contain hate speech or explicit language]",0,[the sentence is not offensive][because][it is a subjective opinion about a celebrity and the use of the word'salty' is a colloquialism],"{'race': 'white', 'political': 'liberal'}",neither
2654,1,3681,65218045,0,"[the sentence is not offensive][because][it is a strong opinion about a celebrity, but it does not contain hate speech or explicit language]",0,[the sentence is not offensive][because][it is a subjective opinion about a celebrity and the use of the word'salty' is a colloquialism],"{'race': 'white', 'political': 'liberal'}",neither
2655,1,883,5171967,1,[the sentence is offensive][because][it contains a threat and a racial slur],1,[the sentence is offensive][because][it contains a threat and a racial slur],"{'race': 'white', 'political': 'liberal'}",both
2656,1,883,36389940,1,[the sentence is offensive][because][it contains a threat and a racial slur],1,[the sentence is offensive][because][it contains a threat and a racial slur],"{'race': 'white', 'political': 'liberal'}",both
2657,1,2694,5171967,0,[the sentence is not offensive][because][it is a grammatically incorrect sentence with unclear meaning],0,[the sentence is not offensive][because][it is a grammatically incorrect sentence with unclear meaning],"{'race': 'white', 'political': 'liberal'}",neither
2658,0,2694,7304061,0,[the sentence is not offensive][because][it is a grammatically incorrect sentence with unclear meaning],0,[the sentence is not offensive][because][it is a grammatically incorrect sentence with unclear meaning],"{'race': 'white', 'political': 'liberal'}",both
2659,1,1911,5171967,1,[the sentence is offensive][because][it contains a racial slur and promotes hate speech],1,[the sentence is offensive][because][it contains a racial slur and promotes hate speech],"{'race': 'white', 'political': 'liberal'}",both
2660,1,1911,36389940,1,[the sentence is offensive][because][it contains a racial slur and promotes hate speech],1,[the sentence is offensive][because][it contains a racial slur and promotes hate speech],"{'race': 'white', 'political': 'liberal'}",both
2661,0,3229,7304061,0,[the sentence is not offensive][because][it is a passionate statement about the wwe and its fans],0,[the sentence is not offensive][because][it is a passionate statement about the wwe and its fans],"{'race': 'white', 'political': 'liberal'}",both
2662,0,3229,77907129,0,[the sentence is not offensive][because][it is a passionate statement about the wwe and its fans],0,[the sentence is not offensive][because][it is a passionate statement about the wwe and its fans],"{'race': 'white', 'political': 'liberal'}",both
2663,0,3914,7304061,1,[the sentence is offensive][because][it contains a derogatory term for women],1,[the sentence is offensive][because][it contains a derogatory term for women],"{'race': 'white', 'political': 'liberal'}",neither
